timestamp,ch1,ch2,ch3,ch4,ch5
1760485177.8180137,64.94140625,-526.85546875,-67.3828125,61.03515625,0.0
1760485177.821494,-104.4921875,137.20703125,-24.90234375,-64.94140625,0.0
1760485177.8249748,11.23046875,102.5390625,-25.87890625,-20.01953125,0.0
1760485177.8284552,109.375,-32.2265625,-51.7578125,28.80859375,0.0
1760485177.831862,53.22265625,178.7109375,-17.578125,0.0,0.0
1760485177.8353417,-27.34375,147.4609375,-38.0859375,-15.625,0.0
1760485177.8388212,46.875,-177.734375,-65.4296875,2.44140625,0.0
1760485177.8423007,100.09765625,-89.35546875,-27.83203125,-7.8125,0.0
1760485177.8457801,20.99609375,158.203125,-9.27734375,-24.4140625,0.0
1760485177.8492599,-42.48046875,-137.6953125,-46.38671875,10.25390625,0.0
1760485177.8527393,-17.08984375,-630.37109375,-83.984375,56.640625,0.0
1760485177.8562188,45.8984375,-447.75390625,-13.671875,12.20703125,0.0
1760485177.8596985,44.43359375,-63.96484375,-8.30078125,-10.7421875,0.0
1760485177.863178,-9.765625,-192.3828125,-17.578125,10.7421875,0.0
1760485177.8666575,-66.40625,-161.62109375,-43.9453125,-18.06640625,0.0
1760485177.870137,32.71484375,110.83984375,-9.765625,-27.34375,0.0
1760485177.8734972,101.5625,63.96484375,-37.59765625,33.203125,0.0
1760485177.8769753,39.55078125,-95.21484375,-48.828125,38.57421875,0.0
1760485177.8804533,-77.63671875,-0.9765625,-49.31640625,-23.4375,0.0
1760485177.8839316,-10.7421875,83.49609375,-31.25,-11.71875,0.0
1760485177.8874097,94.7265625,5.37109375,-36.62109375,31.73828125,0.0
1760485177.8908877,84.9609375,-170.41015625,-33.69140625,34.66796875,0.0
1760485177.894366,-50.78125,-138.671875,-36.62109375,-10.7421875,0.0
1760485177.897844,-9.765625,-26.3671875,-48.828125,-3.90625,0.0
1760485177.9013221,147.94921875,-498.046875,-71.77734375,68.359375,0.0
1760485177.9048004,64.94140625,-227.5390625,-15.13671875,-0.9765625,0.0
1760485177.9082785,-45.41015625,385.25390625,0.48828125,-47.36328125,0.0
1760485177.9117565,-13.671875,134.27734375,-64.94140625,0.0,0.0
1760485177.915022,91.796875,232.91015625,-30.2734375,1.46484375,0.0
1760485177.9184978,75.68359375,486.81640625,-37.59765625,11.23046875,0.0
1760485177.9219737,-35.64453125,384.765625,-36.1328125,38.57421875,0.0
1760485177.9254496,-99.12109375,263.18359375,-75.1953125,31.73828125,0.0
1760485177.9289255,-12.20703125,565.91796875,-18.5546875,18.5546875,0.0
1760485177.9324014,62.01171875,831.0546875,-32.2265625,39.0625,0.0
1760485177.9358773,80.078125,518.5546875,-69.3359375,80.56640625,0.0
1760485177.9393535,-18.06640625,446.77734375,-60.05859375,46.875,0.0
1760485177.9428294,-50.29296875,960.44921875,8.30078125,-66.89453125,0.0
1760485177.9463053,69.3359375,984.86328125,-6.8359375,-19.04296875,0.0
1760485177.9497812,91.30859375,932.6171875,-15.625,24.4140625,0.0
1760485177.953257,-16.6015625,967.7734375,-26.3671875,-20.5078125,0.0
1760485177.9582884,-25.390625,970.703125,-43.9453125,-45.41015625,0.0
1760485177.9617786,68.359375,955.078125,-35.64453125,-2.9296875,0.0
1760485177.9652689,17.08984375,960.44921875,-31.73828125,7.32421875,0.0
1760485177.9687593,-114.74609375,971.6796875,-6.8359375,-33.69140625,0.0
1760485177.9722495,-118.1640625,965.8203125,-50.29296875,-28.80859375,0.0
1760485177.97574,32.71484375,955.078125,-51.7578125,3.41796875,0.0
1760485177.9792302,61.03515625,963.8671875,-64.94140625,9.27734375,0.0
1760485177.9827206,-49.31640625,972.16796875,-16.6015625,-35.64453125,0.0
1760485177.9862108,-70.80078125,957.03125,-78.61328125,10.25390625,0.0
1760485177.989701,37.109375,953.125,-71.2890625,32.2265625,0.0
1760485177.9931915,44.921875,969.7265625,-22.94921875,-37.109375,0.0
1760485177.9966817,10.25390625,966.796875,-29.78515625,-8.7890625,0.0
1760485178.0013793,-100.5859375,957.51953125,-52.24609375,-6.34765625,0.0
1760485178.0048797,-59.08203125,965.8203125,-34.66796875,-32.71484375,0.0
1760485178.0083802,36.1328125,969.23828125,-28.3203125,-20.99609375,0.0
1760485178.0118804,22.94921875,963.8671875,-56.15234375,11.71875,0.0
1760485178.0153809,-68.359375,965.8203125,-68.84765625,5.37109375,0.0
1760485178.0188813,-68.84765625,966.796875,-64.94140625,2.9296875,0.0
1760485178.0223815,44.921875,975.09765625,-29.296875,0.48828125,0.0
1760485178.025882,107.91015625,925.78125,-79.1015625,57.12890625,0.0
1760485178.0293822,-9.27734375,928.22265625,-47.8515625,4.39453125,0.0
1760485178.0328827,-121.58203125,976.07421875,-13.671875,-98.6328125,0.0
1760485178.0363832,44.43359375,965.8203125,-36.62109375,-29.78515625,0.0
1760485178.0398834,91.30859375,967.7734375,-42.96875,-7.32421875,0.0
1760485178.0459511,6.8359375,967.7734375,-11.23046875,-21.484375,0.0
1760485178.049471,-77.63671875,967.7734375,-51.7578125,-12.6953125,0.0
1760485178.0529907,-46.875,968.26171875,-23.92578125,4.39453125,0.0
1760485178.0565104,11.71875,966.30859375,-20.99609375,24.4140625,0.0
1760485178.0600305,-20.5078125,970.21484375,1.953125,3.90625,0.0
1760485178.0635502,-95.703125,965.33203125,-41.015625,3.41796875,0.0
1760485178.06707,-30.2734375,942.87109375,-48.33984375,21.484375,0.0
1760485178.0705898,25.390625,962.40234375,17.08984375,-17.578125,0.0
1760485178.0741096,14.6484375,971.19140625,13.671875,-31.25,0.0
1760485178.0776296,-62.98828125,965.8203125,5.37109375,-43.9453125,0.0
1760485178.0811493,-76.171875,968.26171875,-7.32421875,-44.43359375,0.0
1760485178.084669,29.78515625,967.7734375,15.625,-20.99609375,0.0
1760485178.0902581,78.61328125,967.7734375,-32.71484375,31.25,0.0
1760485178.0937922,6.34765625,967.7734375,-16.11328125,13.18359375,0.0
1760485178.0973265,-98.14453125,967.7734375,-1.46484375,-55.6640625,0.0
1760485178.1008606,21.97265625,967.7734375,11.23046875,-25.87890625,0.0
1760485178.104395,95.703125,968.26171875,-26.3671875,10.25390625,0.0
1760485178.107929,24.4140625,964.35546875,-30.2734375,18.5546875,0.0
1760485178.111463,-88.8671875,971.6796875,-48.828125,-0.48828125,0.0
1760485178.1149974,18.06640625,961.42578125,-43.45703125,19.53125,0.0
1760485178.1185315,128.41796875,924.8046875,-61.03515625,46.38671875,0.0
1760485178.1220658,38.57421875,959.47265625,-15.13671875,-25.390625,0.0
1760485178.1255999,-62.01171875,973.14453125,-15.13671875,-42.48046875,0.0
1760485178.1291342,-58.10546875,964.84375,-36.1328125,-20.01953125,0.0
1760485178.135871,1.953125,968.75,-3.90625,-6.8359375,0.0
1760485178.1394255,-10.7421875,968.26171875,-2.9296875,-13.671875,0.0
1760485178.1429803,-61.03515625,965.33203125,-29.296875,1.46484375,0.0
1760485178.146535,-65.91796875,965.33203125,-63.4765625,2.44140625,0.0
1760485178.1500897,23.92578125,952.63671875,0.9765625,-15.625,0.0
1760485178.1536446,65.91796875,999.51171875,-17.578125,-6.34765625,0.0
1760485178.1571991,59.08203125,778.80859375,-61.03515625,39.55078125,0.0
1760485178.160754,-18.5546875,686.5234375,-61.03515625,22.4609375,0.0
1760485178.1643085,8.30078125,982.91015625,22.94921875,-45.41015625,0.0
1760485178.1678634,74.21875,971.6796875,-1.46484375,-4.39453125,0.0
1760485178.171418,33.69140625,938.4765625,-13.671875,7.32421875,0.0
1760485178.1749728,-75.1953125,999.51171875,-24.90234375,-32.71484375,0.0
1760485178.1814613,38.57421875,698.2421875,-75.68359375,42.48046875,0.0
1760485178.1850336,124.51171875,611.328125,-50.29296875,47.36328125,0.0
1760485178.1886058,13.671875,998.53515625,17.08984375,-60.05859375,0.0
1760485178.192178,-37.109375,978.515625,-27.34375,-47.8515625,0.0
1760485178.19575,20.99609375,895.5078125,-58.10546875,2.9296875,0.0
1760485178.1993222,146.97265625,877.44140625,-37.59765625,45.41015625,0.0
1760485178.2028944,138.18359375,945.3125,-4.8828125,14.6484375,0.0
1760485178.2064667,0.0,999.51171875,16.6015625,-31.73828125,0.0
1760485178.210039,-47.8515625,800.78125,-61.5234375,14.16015625,0.0
1760485178.2136111,17.578125,679.6875,-46.38671875,50.29296875,0.0
1760485178.217183,-35.15625,973.14453125,20.01953125,-40.0390625,0.0
1760485178.2207553,-63.96484375,976.5625,23.4375,-32.71484375,0.0
1760485178.2270615,-104.98046875,955.078125,-28.80859375,-41.9921875,0.0
1760485178.230649,-20.5078125,968.26171875,27.34375,-50.29296875,0.0
1760485178.2342362,66.40625,969.23828125,22.94921875,-4.8828125,0.0
1760485178.2378237,33.203125,963.8671875,20.01953125,-4.8828125,0.0
1760485178.241411,-54.19921875,949.21875,3.41796875,-22.94921875,0.0
1760485178.2449985,-3.41796875,948.73046875,-15.13671875,-20.01953125,0.0
1760485178.2485857,63.96484375,962.890625,19.04296875,-16.6015625,0.0
1760485178.2521732,43.45703125,999.51171875,34.66796875,-16.6015625,0.0
1760485178.2557604,10.25390625,618.65234375,-29.296875,31.25,0.0
1760485178.259348,-27.83203125,672.36328125,-10.7421875,-26.85546875,0.0
1760485178.2629352,55.6640625,999.51171875,33.69140625,-49.31640625,0.0
1760485178.2665226,110.3515625,938.96484375,-13.18359375,20.01953125,0.0
1760485178.2726772,18.5546875,942.87109375,19.53125,-4.39453125,0.0
1760485178.276278,-55.6640625,967.28515625,-5.37109375,-36.62109375,0.0
1760485178.2798786,39.55078125,956.0546875,-12.6953125,11.71875,0.0
1760485178.2834795,45.8984375,904.78515625,-21.97265625,24.4140625,0.0
1760485178.2870803,-56.640625,941.89453125,-1.46484375,-21.484375,0.0
1760485178.290681,-101.07421875,835.44921875,-35.64453125,-11.23046875,0.0
1760485178.2942817,10.25390625,790.0390625,-7.32421875,-6.34765625,0.0
1760485178.2978823,111.81640625,574.70703125,-40.52734375,40.0390625,0.0
1760485178.3014832,74.70703125,448.2421875,-30.2734375,38.0859375,0.0
1760485178.305084,-108.88671875,937.01171875,20.5078125,-80.078125,0.0
1760485178.3086846,-52.734375,976.5625,-4.39453125,-62.5,0.0
1760485178.3122854,87.890625,804.19921875,-4.39453125,8.30078125,0.0
1760485178.318287,54.19921875,891.6015625,25.87890625,-12.20703125,0.0
1760485178.3218994,-32.71484375,982.421875,11.71875,-47.36328125,0.0
1760485178.325512,-21.484375,923.33984375,-26.3671875,-38.0859375,0.0
1760485178.3291245,83.984375,860.3515625,25.390625,-16.6015625,0.0
1760485178.332737,77.1484375,920.41015625,5.859375,4.8828125,0.0
1760485178.3363495,-9.765625,869.62890625,-9.765625,-3.90625,0.0
1760485178.339962,-76.171875,771.97265625,-25.87890625,-10.7421875,0.0
1760485178.3435745,65.91796875,448.73046875,-8.30078125,36.1328125,0.0
1760485178.347187,92.28515625,581.0546875,6.8359375,-3.90625,0.0
1760485178.3507996,2.9296875,999.51171875,42.96875,-66.40625,0.0
1760485178.354412,-11.71875,821.2890625,-20.5078125,-14.16015625,0.0
1760485178.3580246,21.484375,755.859375,4.39453125,-12.6953125,0.0
1760485178.3638735,30.2734375,956.54296875,52.734375,-41.9921875,0.0
1760485178.3674965,13.671875,999.51171875,21.97265625,-21.484375,0.0
1760485178.3711193,-57.12890625,781.25,-33.69140625,-1.953125,0.0
1760485178.374742,-24.4140625,679.19921875,-28.3203125,6.34765625,0.0
1760485178.378365,72.75390625,863.28125,8.7890625,4.39453125,0.0
1760485178.3819878,83.0078125,815.4296875,-15.625,15.13671875,0.0
1760485178.3856108,43.45703125,492.67578125,-48.33984375,35.15625,0.0
1760485178.3892336,39.55078125,203.61328125,-83.49609375,56.640625,0.0
1760485178.3928564,86.9140625,586.42578125,-10.7421875,-4.8828125,0.0
1760485178.3964794,86.42578125,918.9453125,2.44140625,-36.1328125,0.0
1760485178.4001021,19.53125,881.34765625,11.71875,-25.390625,0.0
1760485178.4037251,-55.17578125,882.8125,-27.34375,-17.578125,0.0
1760485178.4094346,15.13671875,982.91015625,6.8359375,-13.671875,0.0
1760485178.4130664,107.421875,937.5,-19.53125,21.97265625,0.0
1760485178.4166985,58.10546875,863.28125,-11.71875,14.16015625,0.0
1760485178.4203305,-72.75390625,917.48046875,-5.37109375,-40.0390625,0.0
1760485178.4239626,-4.8828125,947.265625,3.41796875,-34.66796875,0.0
1760485178.4275947,123.53515625,812.01171875,-9.765625,19.04296875,0.0
1760485178.4312265,138.18359375,228.515625,-63.96484375,70.3125,0.0
1760485178.4348586,-43.9453125,268.5546875,-21.484375,-25.87890625,0.0
1760485178.4384906,-106.93359375,939.94140625,27.83203125,-84.47265625,0.0
1760485178.4421227,64.94140625,853.02734375,14.16015625,1.46484375,0.0
1760485178.4457545,102.05078125,574.21875,-37.59765625,30.76171875,0.0
1760485178.4493866,-17.578125,721.19140625,4.39453125,-23.92578125,0.0
1760485178.454995,-77.1484375,903.3203125,-6.8359375,-73.73046875,0.0
1760485178.458635,81.54296875,660.64453125,-24.90234375,-7.32421875,0.0
1760485178.4622755,128.90625,499.51171875,-52.24609375,43.45703125,0.0
1760485178.4659157,25.390625,670.41015625,-7.8125,-5.859375,0.0
1760485178.4695559,-72.75390625,722.16796875,-17.08984375,-39.55078125,0.0
1760485178.4731963,72.75390625,285.64453125,-62.5,35.64453125,0.0
1760485178.4768364,181.640625,-190.4296875,-101.5625,82.03125,0.0
1760485178.4804766,51.7578125,205.078125,-31.25,-30.2734375,0.0
1760485178.484117,-65.4296875,549.8046875,-22.4609375,-57.6171875,0.0
1760485178.4877572,14.6484375,324.21875,-59.08203125,-11.71875,0.0
1760485178.4913974,99.609375,307.12890625,-36.62109375,2.9296875,0.0
1760485178.4950378,41.50390625,541.50390625,-31.25,-33.203125,0.0
1760485178.50186,-34.66796875,277.34375,-60.546875,-29.78515625,0.0
1760485178.5055127,-30.2734375,109.375,-62.98828125,-20.01953125,0.0
1760485178.5091655,47.36328125,359.375,-6.8359375,-40.52734375,0.0
1760485178.5128186,6.8359375,571.77734375,-3.90625,-39.0625,0.0
1760485178.5164714,-38.0859375,441.89453125,-21.97265625,-18.5546875,0.0
1760485178.5201242,-27.83203125,12.6953125,-95.703125,2.9296875,0.0
1760485178.523777,31.25,98.14453125,-37.59765625,-23.4375,0.0
1760485178.52743,22.94921875,588.8671875,4.8828125,-47.36328125,0.0
1760485178.5310829,20.99609375,422.36328125,-30.2734375,-6.8359375,0.0
1760485178.5347357,-23.92578125,-149.90234375,-93.75,0.9765625,0.0
1760485178.5383885,-24.90234375,92.7734375,-20.5078125,-55.17578125,0.0
1760485178.5420415,28.3203125,507.32421875,-9.27734375,-67.3828125,0.0
1760485178.5485666,28.80859375,365.72265625,-25.390625,-32.2265625,0.0
1760485178.5522304,-68.359375,237.3046875,-41.50390625,-25.87890625,0.0
1760485178.5558941,-56.15234375,291.015625,-30.2734375,-37.59765625,0.0
1760485178.559558,48.33984375,298.828125,-30.76171875,-26.3671875,0.0
1760485178.5632217,50.29296875,209.9609375,-64.453125,-22.4609375,0.0
1760485178.5668855,-9.27734375,-5.37109375,-57.6171875,-10.7421875,0.0
1760485178.5705492,-52.24609375,20.5078125,-51.26953125,-30.2734375,0.0
1760485178.574213,18.5546875,263.18359375,-12.20703125,-30.76171875,0.0
1760485178.5778768,79.1015625,-55.17578125,-75.1953125,43.9453125,0.0
1760485178.5815406,-12.6953125,-295.41015625,-33.69140625,12.6953125,0.0
1760485178.5852041,-143.5546875,245.1171875,-15.625,-70.3125,0.0
1760485178.588868,2.44140625,236.81640625,-40.52734375,-8.30078125,0.0
1760485178.59521,61.03515625,175.78125,-36.62109375,-20.99609375,0.0
1760485178.5988836,-4.39453125,331.54296875,-23.92578125,-47.36328125,0.0
1760485178.602557,-86.9140625,402.83203125,-57.6171875,-52.734375,0.0
1760485178.6062305,19.04296875,329.1015625,-37.109375,-34.66796875,0.0
1760485178.609904,134.765625,231.4453125,-30.2734375,-11.23046875,0.0
1760485178.6135774,50.29296875,211.42578125,-42.96875,-6.34765625,0.0
1760485178.617251,-69.82421875,135.25390625,-41.015625,-27.34375,0.0
1760485178.6209242,-31.73828125,106.4453125,-58.10546875,-40.0390625,0.0
1760485178.6245978,80.56640625,-166.015625,-46.875,22.94921875,0.0
1760485178.6282713,32.71484375,5.859375,-25.390625,-20.01953125,0.0
1760485178.6319447,-87.40234375,537.109375,-1.953125,-91.30859375,0.0
1760485178.6356182,-80.56640625,391.6015625,-44.921875,-34.1796875,0.0
1760485178.6417513,61.03515625,316.40625,-42.48046875,4.8828125,0.0
1760485178.6454332,91.30859375,462.890625,-43.45703125,-3.90625,0.0
1760485178.6491153,10.25390625,565.4296875,-18.06640625,-18.06640625,0.0
1760485178.6527972,-53.22265625,437.01171875,-67.87109375,-5.37109375,0.0
1760485178.6564794,42.96875,409.1796875,-45.8984375,5.37109375,0.0
1760485178.6601613,99.12109375,541.015625,-45.8984375,21.97265625,0.0
1760485178.6638434,20.99609375,568.359375,-43.45703125,9.765625,0.0
1760485178.6675253,-35.15625,202.1484375,-97.16796875,51.26953125,0.0
1760485178.6712072,21.484375,99.609375,-74.70703125,28.80859375,0.0
1760485178.6748893,48.33984375,824.70703125,8.7890625,-70.80078125,0.0
1760485178.6785712,43.9453125,999.51171875,7.32421875,-20.01953125,0.0
1760485178.6822534,-23.4375,841.796875,-19.53125,4.8828125,0.0
1760485178.6881623,-50.29296875,889.6484375,-26.3671875,-30.76171875,0.0
1760485178.6918516,25.390625,984.375,8.7890625,-22.4609375,0.0
1760485178.6955411,38.57421875,952.63671875,-20.99609375,32.71484375,0.0
1760485178.6992307,-56.640625,935.546875,-14.6484375,19.53125,0.0
1760485178.70292,-107.91015625,955.56640625,-32.2265625,-24.4140625,0.0
1760485178.7066095,28.80859375,952.1484375,-25.390625,-3.41796875,0.0
1760485178.7102988,67.87109375,983.88671875,-36.62109375,22.94921875,0.0
1760485178.7139883,15.13671875,682.12890625,-21.97265625,44.921875,0.0
1760485178.7176776,-94.23828125,713.8671875,-8.7890625,-28.3203125,0.0
1760485178.7213671,-33.203125,999.51171875,17.08984375,-53.22265625,0.0
1760485178.7250564,70.80078125,945.3125,-3.41796875,4.39453125,0.0
1760485178.728746,18.06640625,950.68359375,10.25390625,-9.765625,0.0
1760485178.7345595,-112.3046875,959.47265625,22.4609375,-57.12890625,0.0
1760485178.7382557,-82.03125,988.76953125,17.08984375,-56.15234375,0.0
1760485178.741952,78.61328125,866.2109375,-25.390625,25.390625,0.0
1760485178.7456481,73.2421875,836.9140625,-9.27734375,18.06640625,0.0
1760485178.7493443,-66.89453125,962.40234375,23.92578125,-40.52734375,0.0
1760485178.7530406,-92.28515625,936.03515625,0.0,-33.203125,0.0
1760485178.7567368,68.359375,534.66796875,-12.20703125,27.34375,0.0
1760485178.760433,88.8671875,257.8125,-35.15625,63.4765625,0.0
1760485178.7641294,-88.37890625,786.62109375,60.05859375,-55.6640625,0.0
1760485178.7678256,-140.625,989.74609375,32.71484375,-46.38671875,0.0
1760485178.7715218,9.765625,687.98828125,-3.41796875,29.296875,0.0
1760485178.775218,52.734375,673.33984375,-3.41796875,-3.41796875,0.0
1760485178.7807927,-23.4375,879.39453125,45.41015625,-33.203125,0.0
1760485178.7844946,-86.42578125,642.08984375,9.27734375,-21.484375,0.0
1760485178.7881966,-11.71875,397.4609375,-5.859375,-14.6484375,0.0
1760485178.7918987,62.01171875,509.27734375,18.5546875,0.48828125,0.0
1760485178.7956007,16.11328125,710.9375,41.50390625,-6.8359375,0.0
1760485178.7993028,-80.56640625,636.71875,15.625,-15.625,0.0
1760485178.8030047,-12.20703125,0.9765625,-13.18359375,35.64453125,0.0
1760485178.806707,43.9453125,92.7734375,45.8984375,-4.8828125,0.0
1760485178.8104088,-6.8359375,812.01171875,63.4765625,-48.828125,0.0
1760485178.814111,-42.96875,591.796875,33.203125,-16.11328125,0.0
1760485178.817813,-53.22265625,305.6640625,-15.13671875,-26.3671875,0.0
1760485178.8215148,23.4375,559.08203125,30.2734375,-33.69140625,0.0
1760485178.826956,31.25,698.73046875,24.90234375,-2.9296875,0.0
1760485178.8306632,-13.671875,395.5078125,-4.8828125,16.11328125,0.0
1760485178.8343704,-57.12890625,187.01171875,-34.66796875,-19.04296875,0.0
1760485178.8380775,25.390625,286.1328125,12.20703125,-37.59765625,0.0
1760485178.8417847,65.4296875,456.0546875,-14.16015625,-23.92578125,0.0
1760485178.845492,16.6015625,178.22265625,-40.52734375,15.13671875,0.0
1760485178.849199,-95.703125,-297.36328125,-79.1015625,18.06640625,0.0
1760485178.8529065,-117.67578125,52.734375,-39.55078125,-41.015625,0.0
1760485178.8566136,-42.96875,350.5859375,-2.44140625,-24.90234375,0.0
1760485178.8603208,-9.27734375,152.34375,-23.92578125,4.8828125,0.0
1760485178.864028,-105.46875,108.88671875,-18.06640625,-34.66796875,0.0
1760485178.8677351,-129.8828125,399.90234375,16.6015625,-58.10546875,0.0
1760485178.8741992,19.53125,409.66796875,-6.34765625,0.0,0.0
1760485178.8779142,41.9921875,182.12890625,-51.26953125,22.94921875,0.0
1760485178.8816295,-63.4765625,209.47265625,-11.71875,-32.2265625,0.0
1760485178.8853445,-108.88671875,298.828125,-39.55078125,-50.78125,0.0
1760485178.8890595,8.30078125,253.41796875,-22.4609375,-11.71875,0.0
1760485178.8927748,74.21875,-43.9453125,-44.43359375,31.25,0.0
1760485178.8964899,-1.46484375,-191.89453125,-36.1328125,12.6953125,0.0
1760485178.9002051,-104.00390625,26.85546875,-35.15625,-37.109375,0.0
1760485178.9039202,-0.48828125,160.64453125,-22.4609375,-10.7421875,0.0
1760485178.9076352,112.3046875,-182.12890625,-65.4296875,40.52734375,0.0
1760485178.9113505,20.01953125,-79.58984375,-16.6015625,-23.4375,0.0
1760485178.9150655,-112.3046875,303.22265625,-13.671875,-67.87109375,0.0
1760485178.921235,-0.9765625,0.9765625,-65.91796875,-4.8828125,0.0
1760485178.924957,101.5625,-96.6796875,-34.66796875,12.20703125,0.0
1760485178.928679,39.55078125,296.875,-3.90625,-46.38671875,0.0
1760485178.932401,-32.71484375,277.83203125,-50.29296875,-50.29296875,0.0
1760485178.936123,-22.94921875,-74.21875,-78.125,-16.11328125,0.0
1760485178.9398448,91.30859375,-269.04296875,-57.12890625,28.80859375,0.0
1760485178.9435668,67.87109375,-135.25390625,-60.546875,20.5078125,0.0
1760485178.9472888,-38.0859375,42.96875,-5.859375,-22.94921875,0.0
1760485178.9510107,-66.40625,-292.48046875,-52.24609375,19.53125,0.0
